locality,country,stateprovince,county,latitude,longitude,correction status,precision,error polygon,multiple results,uuid
minook creek,united states,alaska,,65.519167,-150.137778,no,High(87),,"65.519167,-150.137778,MINOOK CREEK|Unavailable|Unavailable|High(87),64.618889,-164.547778,OK CREEK|Unavailable|Unavailable|Low(25)",3f2d8ee8-3795-4fa2-a024-f9bc648f9641
10 mi above rampart,united states,alaska,,65.649334,-150.17,no,High(82),,"65.649334,-150.17,Distance North of RAMPART|Unavailable|Unavailable|High(82)",3f36240b-3586-4e33-83ab-da1cfda4b733
"porcupine river, 5 mi below coleen river",united states,alaska,,67.00007,-142.496944,no,High(87),,"67.00007,-142.496944,Distance South of COLEEN RIVER|Unavailable|Unavailable|High(87),68.466667,-139.533333,(g1)Porcupine River|Unavailable|Unavailable|Medium(60),57.8325,-136.350833,PORCUPINE RIVER|Unavailable|Unavailable|Low(45),66.595,-145.308889,PORCUPINE RIVER|Unavailable|Unavailable|Low(45),0,0,PORCUPINE RIVER|Unavailable|Unavailable|Low(45),59.421389,-136.236944,PORCUPINE|Unavailable|Unavailable|Low(39),0,0,RIVER|Unavailable|Unavailable|Low(35)",3f363a13-119b-4c2a-a5ba-84695044ffc2
central,united states,alaska,,65.5725,-144.803056,no,High(82),,"65.5725,-144.803056,CENTRAL|Unavailable|Unavailable|High(82)",3f96b3a5-db7b-46d5-8cb8-7b1c2d9d1db4
salchaket slough,united states,alaska,,64.748056,-148.005,no,High(91),,"64.748056,-148.005,SALCHAKET SLOUGH|Unavailable|Unavailable|High(91)",415192ff-1c25-48eb-a858-3cc6d3f15aab
nordegg,canada,alberta,,52.466667,-116.083333,no,High(82),,"52.466667,-116.083333,NORDEGG|Unavailable|Unavailable|High(82),52.883333,-115.316667,NORDEGG|Unavailable|Unavailable|High(82)",4161aad2-8461-47d6-acb2-d375d57f73d7
"30 mi w of pinedale, one horse creek",united states,wyoming,sublette,42.912454,-110.307251,no,High(84),,"42.912454,-110.307251,Distance West of PINEDALE->snapped to Horse Creek|WY:ppl:25088@PPL@22.8420796955995@-81.3415599413085|Unavailable|High(84),42.912454,-110.307251,Distance West of %HORSE CREEK%->snapped to Horse Creek|Unavailable|Unavailable|Medium(47)",41ffbcef-f106-4209-a0cf-458dbe2f4773
lick creek,united states,alaska,,62.573611,-142.268333,no,High(85),,"62.573611,-142.268333,LICK CREEK|Unavailable|Unavailable|High(85),51.94,177.457778,LICK CREEK|Unavailable|Unavailable|High(85)",42db685b-616e-4103-b0b4-3ad38a37dc2c
tiekel river,united states,alaska,,61.217222,-144.853611,no,High(87),,"61.217222,-144.853611,TIEKEL RIVER|Unavailable|Unavailable|High(87),0,0,RIVER|Unavailable|Unavailable|Low(35)",42e3682e-2b6e-42cd-8ec3-41d72654c7c2
"leesburg, 7 mi s, phelan cr.",united states,idaho,,45.223808,-114.113965,no,Low(38),,"45.223808,-114.113965,LEESBURG|Unavailable|Unavailable|Low(38)",435622dc-2cd5-4efe-91be-ec6f85825269
nikolai,united states,alaska,,63.013333,-154.375,no,High(82),,"63.013333,-154.375,NIKOLAI|Unavailable|Unavailable|High(82)",4363c01b-96c1-4627-92fe-f46d93ef40a6
beaver l.,canada,british columbia,cariboo,51.516667,-117.416667,no,Low(36),,"51.516667,-117.416667,BEAVER|Unavailable|Unavailable|Low(36)",438ebde7-c7f5-4ddb-9db7-53625a1f4bcb
wembley,canada,alberta,,55.15,-119.15,no,High(83),,"55.15,-119.15,WEMBLEY|CAN:muni:212@PPL|Unavailable|High(83)",4410ab06-6104-4ee6-9e13-7df8b5ca5ab2
blair lakes,united states,alaska,,64.35709,-147.367739,no,High(86),,"64.35709,-147.367739,BLAIR LAKES|Unavailable|Unavailable|High(86),62.545889,-150.163929,BLAIR LAKE|AK:water:16708@LAKE|Unavailable|Low(28)",4438741a-7e0a-4511-93f5-d74154880321
eagle river,canada,newfoundland,labrador,53.583333,-57.416667,no,High(86),,"53.583333,-57.416667,EAGLE RIVER|Unavailable|Unavailable|High(86)",4460db16-7cba-4fac-b26d-d13a1a773830
"mile 1280 alcan, lakeview",united states,alaska,,60.355,-149.355556,no,Low(38),,"60.355,-149.355556,LAKEVIEW|Unavailable|Unavailable|Low(38),62.097778,-146.226111,LAKEVIEW|Unavailable|Unavailable|Low(38),62.723056,-141.188056,ALCAN|Unavailable|Unavailable|Low(35)",451c93b3-4e40-4bfe-a862-8f6e0e45a3c7
kippokak bay,canada,newfoundland and labrador,labrador,57.466667,-62.3325,no,Low(25),,"57.466667,-62.3325,OKAK BAY|Unavailable|Unavailable|Low(25)",453ff7b4-700e-4dde-b4d3-01377d00979a
"nenana river, near anderson.",united states,alaska,denali dist.,64.344167,-149.186944,no,Medium(54),,"64.344167,-149.186944,Near ANDERSON|AK:ppl:510@PPL|Unavailable|Medium(54),54.05,-162.75,Near ANDERSON|Unavailable|Unavailable|Medium(53),64.564722,-149.105,NENANA RIVER|Unavailable|Unavailable|Low(42),64.563889,-149.093056,NENANA|Unavailable|Unavailable|Low(36),0,0,RIVER|Unavailable|Unavailable|Low(35)",4740db87-95ae-4611-8411-319711f4133b
"elk city, 40 mi se, 15 mi up running cr.",united states,idaho,,45.826853,-115.436794,no,Low(38),,"45.826853,-115.436794,ELK CITY|Unavailable|Unavailable|Low(38)",47d9b2ce-9588-4324-97db-d4b9896fc71b
"chiwawa river, chelan co., washington",united states,washington,chelan,47.825923,-120.643689,no,Medium(70),,"47.825923,-120.643689,(g1)Chiwawa River->snapped to Chiwawa River|Unavailable|Unavailable|Medium(70),47.788324,-120.658977,CHIWAWA RIVER->snapped to Chiwawa River|Unavailable|Unavailable|Low(55),47.837029,-120.65267,CHELAN COUNTY->snapped to Chiwawa River|WA:cnty:53007@CNTYCNTR@2.71732531331598@-144.891393689812|Unavailable|Low(47),47.837029,-120.65267,CHELAN COUNTY->snapped to Chiwawa River|Unavailable|Unavailable|Low(46),47.800401,-120.635675,CHELAN->snapped to Chiwawa River|WA:ppl:23592@PPL@28.8635860191265@-95.3434514020061|Unavailable|Low(40)",4808184f-7bed-4903-93c3-37e877df4631
"hunter creek, rampart",united states,alaska,,65.4825,-150.080556,no,Low(42),,"65.4825,-150.080556,HUNTER CREEK|Unavailable|Unavailable|Low(42),61.111389,-142.625833,HUNTER CREEK|Unavailable|Unavailable|Low(42),64.496944,-155.046111,HUNTER CREEK|Unavailable|Unavailable|Low(42),61.461389,-148.782222,HUNTER CREEK|Unavailable|Unavailable|Low(42),65.287222,-165.240833,HUNTER CREEK|Unavailable|Unavailable|Low(42),65.731944,-161.821944,HUNTER CREEK|Unavailable|Unavailable|Low(42),66.040833,-162.266389,HUNTER CREEK|Unavailable|Unavailable|Low(42),64.633333,-165.3,HUNTER CREEK|Unavailable|Unavailable|Low(42),65.505,-150.17,RAMPART|Unavailable|Unavailable|Low(37),60.561944,-149.140556,HUNTER|Unavailable|Unavailable|Low(36)",47f15836-0ad9-4536-b2dc-76aa698cba93
point mackenzie,united states,alaska,,61.359722,-149.978333,no,High(91),,"61.359722,-149.978333,POINT MACKENZIE|AK:ppl:745@PPL|Unavailable|High(91),61.238228,-149.986681,POINT MACKENZIE|Unavailable|Unavailable|High(90)",4855df80-78f6-493d-be74-f8f33e6db720
clear creek at tanana flats.,united states,alaska,yukon-koyukuk dist.,61.432433,-142.930383,no,Medium(56),,"61.432433,-142.930383,(g1)Clear Creek|Unavailable|Unavailable|Medium(56),65.171944,-152.078889,At TANANA|Unavailable|Unavailable|Medium(51),62.271389,-148.4325,CLEAR CREEK|Unavailable|Unavailable|Low(41),63.222222,-155.060556,CLEAR CREEK|Unavailable|Unavailable|Low(41),63.501667,-148.823611,CLEAR CREEK|Unavailable|Unavailable|Low(41),61.714444,-144.107778,CLEAR CREEK|Unavailable|Unavailable|Low(41),65.525556,-167.551667,CLEAR CREEK|Unavailable|Unavailable|Low(41),60.103333,-142.278889,CLEAR CREEK|Unavailable|Unavailable|Low(41),60.672778,-160.278056,CLEAR CREEK|Unavailable|Unavailable|Low(41),66.215556,-155.496389,CLEAR CREEK|Unavailable|Unavailable|Low(41),64.416667,-150.373611,CLEAR CREEK|Unavailable|Unavailable|Low(41),64.893889,-162.154167,CLEAR CREEK|Unavailable|Unavailable|Low(41),64.743333,-147.918889,CLEAR CREEK|Unavailable|Unavailable|Low(41),64.236667,-146.266111,CLEAR CREEK|Unavailable|Unavailable|Low(41),64.835833,-147.645278,CLEAR CREEK|Unavailable|Unavailable|Low(41),61.750833,-150.914722,CLEAR CREEK|Unavailable|Unavailable|Low(41),56.887222,-132.701111,CLEAR CREEK|Unavailable|Unavailable|Low(41),55.824722,-130.928611,CLEAR CREEK|Unavailable|Unavailable|Low(41),60.0425,-150.647778,CLEAR CREEK|Unavailable|Unavailable|Low(41),59.032778,-138.214444,CLEAR CREEK|Unavailable|Unavailable|Low(41),60.397222,-144.0325,CLEAR CREEK|Unavailable|Unavailable|Low(41),60.207778,-144.486389,CLEAR CREEK|Unavailable|Unavailable|Low(41),59.160833,-138.62,CLEAR CREEK|Unavailable|Unavailable|Low(41),63.218056,-155.276667,CLEAR CREEK|Unavailable|Unavailable|Low(41),64.444722,-149.1075,CLEAR CREEK|Unavailable|Unavailable|Low(41),60.1525,-149.415833,CLEAR CREEK|Unavailable|Unavailable|Low(41),63.064167,-145.973889,CLEAR CREEK|Unavailable|Unavailable|Low(41),61.078333,-146.775278,CLEAR CREEK|Unavailable|Unavailable|Low(41),61.574167,-143.805278,CLEAR CREEK|Unavailable|Unavailable|Low(41),64.336111,-149.163056,CLEAR|Unavailable|Unavailable|Low(35)",48627d6e-5498-46bf-a445-fae20aba8589
sears creek,united states,alaska,,63.693333,-144.468056,no,High(86),,"63.693333,-144.468056,SEARS CREEK|Unavailable|Unavailable|High(86)",496090f4-e94c-447c-88f8-1a11a63d328b
"willow creek, rampart",united states,alaska,,62.548056,-150.82,no,Low(42),,"62.548056,-150.82,WILLOW CREEK|Unavailable|Unavailable|Low(42),62.599444,-157.129722,WILLOW CREEK|Unavailable|Unavailable|Low(42),62.345,-157.166389,WILLOW CREEK|Unavailable|Unavailable|Low(42),62.36,-158.180833,WILLOW CREEK|Unavailable|Unavailable|Low(42),63.53314,-150.65912,WILLOW CREEK|Unavailable|Unavailable|Low(42),64.173889,-142.459167,WILLOW CREEK|Unavailable|Unavailable|Low(42),63.091111,-144.785278,WILLOW CREEK|Unavailable|Unavailable|Low(42),63.178056,-147.468611,WILLOW CREEK|Unavailable|Unavailable|Low(42),60.231667,-160.011389,WILLOW CREEK|Unavailable|Unavailable|Low(42),61.048056,-142.738056,WILLOW CREEK|Unavailable|Unavailable|Low(42),61.819722,-145.212222,WILLOW CREEK|Unavailable|Unavailable|Low(42),62.366389,-158.071389,WILLOW CREEK|Unavailable|Unavailable|Low(42),61.783333,-161.924444,WILLOW CREEK|Unavailable|Unavailable|Low(42),62.046667,-147.236389,WILLOW CREEK|Unavailable|Unavailable|Low(42),61.413889,-144.290833,WILLOW CREEK|Unavailable|Unavailable|Low(42),61.702778,-144.304167,WILLOW CREEK|Unavailable|Unavailable|Low(42),65.316111,-153.236944,WILLOW CREEK|Unavailable|Unavailable|Low(42),65.401944,-145.671389,WILLOW CREEK|Unavailable|Unavailable|Low(42),65.085556,-147.749444,WILLOW CREEK|Unavailable|Unavailable|Low(42),65.194722,-166.465833,WILLOW CREEK|Unavailable|Unavailable|Low(42),65.864167,-166.263611,WILLOW CREEK|Unavailable|Unavailable|Low(42),67.673611,-150.705833,WILLOW CREEK|Unavailable|Unavailable|Low(42),65.4875,-149.64,WILLOW CREEK|Unavailable|Unavailable|Low(42),65.633889,-148.427222,WILLOW CREEK|Unavailable|Unavailable|Low(42),64.604167,-165.125556,WILLOW CREEK|Unavailable|Unavailable|Low(42),64.669167,-165.805833,WILLOW CREEK|Unavailable|Unavailable|Low(42),64.583056,-160.692222,WILLOW CREEK|Unavailable|Unavailable|Low(42),64.585,-165.663333,WILLOW CREEK|Unavailable|Unavailable|Low(42),64.848782,-148.07652,WILLOW CREEK|Unavailable|Unavailable|Low(42),65.065556,-147.451667,WILLOW CREEK|Unavailable|Unavailable|Low(42),64.717778,-165.317778,WILLOW CREEK|Unavailable|Unavailable|Low(42),64.725278,-164.319167,WILLOW CREEK|Unavailable|Unavailable|Low(42),65.505,-150.17,RAMPART|Unavailable|Unavailable|Low(37)",49629f7b-f62e-4d22-935d-98cf957de34c
"mccarthy, chitina river",united states,alaska,,61.683,-144.25,no,Medium(56),,"61.683,-144.25,(g1)Chitina Riv|Unavailable|Unavailable|Medium(56),61.497222,-144.419444,CHITINA RIVER|Unavailable|Unavailable|Low(43),61.433333,-142.921667,MCCARTHY|Unavailable|Unavailable|Low(38),61.515833,-144.436944,CHITINA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",497a3a42-e72a-41a2-8fcd-b3822bff8c9d
creighton valley  lumby,canada,british columbia,,50.216667,-118.78333,no,Low(46),,"50.216667,-118.78333,CREIGHTON VALLEY|Unavailable|Unavailable|Low(46),50.216667,-118.8,CREIGHTON VALLEY|Unavailable|Unavailable|Low(46),50.25,-118.966667,LUMBY|CAN:muni:742@PPL|Unavailable|Low(36)",49b85355-5f87-4c6e-9d7e-5f85560e5e5e
moose forks,canada,british columbia,,59.766667,-134.466667,no,Low(35),,"59.766667,-134.466667,MOOSE|Unavailable|Unavailable|Low(35)",4a2031ab-8535-43fa-b448-e22541eb18ea
fort reliance,canada,northwest territories,south slave,62.7,-109.133333,no,High(88),,"62.7,-109.133333,FORT RELIANCE|Unavailable|Unavailable|High(88),62.7,-109.133333,RELIANCE|CAN:muni:1356@PPL|Unavailable|Low(39)",4a76f2c1-7d1e-432c-98c2-5176131f66af
"taylor flat, peace river, b. c., canada",canada,british columbia,,56.15,-120,no,Medium(56),,"56.15,-120,At PEACE RIVER|Unavailable|Unavailable|Medium(56),56.15,-120.666667,TAYLOR|CAN:muni:198@PPL|Unavailable|Low(37)",4ad5e6cb-75bd-4249-96a1-70a6f1b34e37
okanagan l.,canada,british columbia,,50.366667,-119.35,no,Low(38),,"50.366667,-119.35,OKANAGAN|Unavailable|Unavailable|Low(38)",4b108d6f-59dd-4dfb-a0ab-c2950f3a236f
shell,united states,wyoming,,44.535516,-107.779813,no,High(80),,"44.535516,-107.779813,SHELL|Unavailable|Unavailable|High(80)",4b3cec70-6a91-4a60-a15c-67469f7e034a
cleary summit,united states,alaska,,65.047222,-147.433611,no,High(88),,"65.047222,-147.433611,CLEARY SUMMIT|Unavailable|Unavailable|High(88),63.331389,-149.122222,SUMMIT|Unavailable|Unavailable|Low(36),64.5,-143.5,SUMMIT|Unavailable|Unavailable|Low(36),64.575833,-165.356667,SUMMIT|Unavailable|Unavailable|Low(36)",4b5d8c88-520a-4898-b0bd-c990df5573ae
bonanza creek,united states,alaska,,65.322778,-151.345,no,High(88),,"65.322778,-151.345,BONANZA CREEK|Unavailable|Unavailable|High(88),65.235,-142.730556,BONANZA CREEK|Unavailable|Unavailable|High(88),65.080278,-146.814167,BONANZA CREEK|Unavailable|Unavailable|High(88),65.339722,-149.775556,BONANZA CREEK|Unavailable|Unavailable|High(88),61.49,-142.893611,BONANZA CREEK|Unavailable|Unavailable|High(88),64.887222,-165.000556,BONANZA CREEK|Unavailable|Unavailable|High(88),65.376111,-164.180833,BONANZA CREEK|Unavailable|Unavailable|High(88),62.078889,-141.874722,BONANZA CREEK|Unavailable|Unavailable|High(88),61.962778,-147.283889,BONANZA CREEK|Unavailable|Unavailable|High(88),61.063889,-159.752778,BONANZA CREEK|Unavailable|Unavailable|High(88),62.4425,-151.5075,BONANZA CREEK|Unavailable|Unavailable|High(88),64.997778,-142.379444,BONANZA CREEK|Unavailable|Unavailable|High(88),64.940278,-164.138056,BONANZA CREEK|Unavailable|Unavailable|High(88),64.018611,-148.704444,BONANZA CREEK|Unavailable|Unavailable|High(88),66.588889,-151.060278,BONANZA CREEK|Unavailable|Unavailable|High(88),64.370556,-154.757222,BONANZA CREEK|Unavailable|Unavailable|High(88),60.723056,-155.135556,BONANZA CREEK|Unavailable|Unavailable|High(88),67.486389,-150.933056,BONANZA CREEK|Unavailable|Unavailable|High(88),0,0,BONANZA CREEK|Unavailable|Unavailable|High(88),60.833333,-149.535556,BONANZA CREEK|Unavailable|Unavailable|High(88),65.757778,-161.849444,BONANZA CREEK|Unavailable|Unavailable|High(88),64.470278,-157.846389,BONANZA CREEK|Unavailable|Unavailable|High(88),64.050833,-155.579722,BONANZA CREEK|Unavailable|Unavailable|High(88),62.335,-158.194167,BONANZA CREEK|Unavailable|Unavailable|High(88),64.656389,-148.511111,BONANZA CREEK|Unavailable|Unavailable|High(88),66.045,-165.54,BONANZA CREEK|Unavailable|Unavailable|High(88),65.558889,-145.311389,BONANZA CREEK|Unavailable|Unavailable|High(88),64.770833,-145.306667,BONANZA CREEK|Unavailable|Unavailable|High(88),62.08,-141.875278,BONANZA|Unavailable|Unavailable|Low(37)",4b96a890-17a4-4490-b395-e56d000d771f
johnson river,united states,alaska,,60.018006,-152.607304,no,High(88),,"60.018006,-152.607304,JOHNSON RIVER|Unavailable|Unavailable|High(88),63.721944,-144.623056,JOHNSON RIVER|Unavailable|Unavailable|High(88),60.653611,-162.108889,JOHNSON RIVER|Unavailable|Unavailable|High(88),60.538056,-149.323333,JOHNSON|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",4c0de4bd-38af-4ca1-a9b1-189a4176cfcb
mile 139 denali highway,united states,alaska,,63.178611,-147.466111,no,Low(36),,"63.178611,-147.466111,DENALI|Unavailable|Unavailable|Low(36)",4c0e498f-9913-49ac-8f84-7e43cb46295e
"slave river, 20 mi above smith landing",canada,alberta,,55.455785,-114.033333,no,High(80),,"55.455785,-114.033333,Distance North of SMITH|Unavailable|Unavailable|High(80),60,-111.815556,SLAVE RIVER|Unavailable|Unavailable|Low(41),55.416667,-115.5,SLAVE|Unavailable|Unavailable|Low(35)",4c2a2e4e-baa1-4188-a408-c77dd25c5e59
8 mi up black river trail,united states,alaska,,62.614444,-155.737778,no,Low(41),,"62.614444,-155.737778,BLACK RIVER|Unavailable|Unavailable|Low(41),62.510556,-147.471667,BLACK RIVER|Unavailable|Unavailable|Low(41),66.916944,-157.505556,BLACK RIVER|Unavailable|Unavailable|Low(41),62.356944,-165.343889,BLACK RIVER|Unavailable|Unavailable|Low(41),57.707222,-136.113333,BLACK RIVER|Unavailable|Unavailable|Low(41),0,0,RIVER|Unavailable|Unavailable|Low(35),62.336111,-165.335,BLACK|Unavailable|Unavailable|Low(35)",4cdb80b6-f327-492a-a409-dca7eb5ce612
lake mansfield,united states,alaska,,63.483644,-143.411122,no,High(89),,"63.483644,-143.411122,LAKE MANSFIELD|Unavailable|Unavailable|High(89)",4d05b9cd-df01-4211-ae5f-422dd4d78ac9
"salcha river, 50 miles south of fairbanks.",united states,alaska,fairbanks north star dist.,64.116042,-147.716389,no,High(85),,"64.116042,-147.716389,Distance South of FAIRBANKS|AK:ppl:587@PPL@50@180|Unavailable|High(85),64.466667,-146.983333,(g1)Salcha River|Unavailable|Unavailable|Medium(57),65.083333,-143.916667,(g1)Salcha River|Unavailable|Unavailable|Medium(57),64.845833,-147.720833,(g1)Fairbanks|Unavailable|Unavailable|Medium(54),64.833333,-147.716667,(g1)Fairbanks|Unavailable|Unavailable|Medium(54),64.466667,-146.978889,SALCHA RIVER|Unavailable|Unavailable|Low(42),0,0,RIVER|Unavailable|Unavailable|Low(35)",4ede8ea6-168e-4343-92b4-75edecf71d60
johnson road,united states,alaska,,60.538056,-149.323333,no,Low(37),,"60.538056,-149.323333,JOHNSON|Unavailable|Unavailable|Low(37)",4e09a765-cc5f-4620-a3f3-2f8545f5e600
doyles,canada,newfoundland and labrador,,47.830278,-59.19,no,High(81),,"47.830278,-59.19,DOYLES|Unavailable|Unavailable|High(81),47.459444,-52.761389,DOYLES|Unavailable|Unavailable|High(81)",4e37fdc7-b571-492d-bf1f-5d70a83be71f
"near beaver lake, barkerville district",canada,british columbia,,58.4275,-129.973611,no,Medium(56),,"58.4275,-129.973611,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),51.854167,-120.648611,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),48.813333,-124.079167,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),49.940833,-124.2825,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),53.783333,-125.88333,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),52.466667,-121.85,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),55.939444,-121.364167,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),54.016667,-129.71667,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),50.600833,-127.315278,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),48.514167,-123.395556,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),53.831389,-125.991111,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),50.152222,-125.624167,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),49.304167,-123.139167,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),52.238889,-123.016667,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),48.508333,-123.39167,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),50.180833,-117.461667,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),52.456111,-121.8225,Near BEAVER LAKE|Unavailable|Unavailable|Medium(56),51.516667,-117.416667,Near BEAVER|Unavailable|Unavailable|Medium(51),53.066111,-121.517222,BARKERVILLE|Unavailable|Unavailable|Low(41)",4e39a418-2fc2-4378-aead-ff2dbb239c88
"trout valley, blue mountains, warner range",united states,oregon,,45.500137,-118.001328,no,Low(44),,"45.500137,-118.001328,BLUE MOUNTAINS|Unavailable|Unavailable|Low(44),44.892933,-118.968583,RANGE|Unavailable|Unavailable|Low(35),42.34554,-117.89879,BLUE MOUNTAIN|Unavailable|Unavailable|Low(30),43.70338,-122.927824,BLUE MOUNTAIN|Unavailable|Unavailable|Low(30),42.294878,-120.676912,BLUE MOUNTAIN|Unavailable|Unavailable|Low(30),45.868467,-118.402743,BLUE MOUNTAIN|Unavailable|Unavailable|Low(30)",4e6a8eb4-2d11-42e4-a288-4d37ae47996c
"twelvemile lake, rampart",united states,alaska,,63.86064,-144.680279,no,Low(45),,"63.86064,-144.680279,TWELVEMILE LAKE|Unavailable|Unavailable|Low(45),61.771844,-149.72178,TWELVEMILE LAKE|Unavailable|Unavailable|Low(45),65.192186,-151.802072,TWELVEMILE LAKE|Unavailable|Unavailable|Low(45),66.449726,-145.540473,TWELVEMILE LAKE|Unavailable|Unavailable|Low(45),66.468325,-147.204547,TWELVEMILE LAKE|Unavailable|Unavailable|Low(45),65.505,-150.17,RAMPART|Unavailable|Unavailable|Low(37),66.539956,-145.125765,EMILE LAKE|Unavailable|Unavailable|Low(27)",5020c35e-4d44-4940-b56a-35c373a6e044
teton range,united states,idaho,,43.751316,-110.884105,no,High(86),,"43.751316,-110.884105,TETON RANGE|Unavailable|Unavailable|High(86),43.886579,-111.67774,TETON|ID:ppl:5045@PPL|Unavailable|Low(36)",5039f755-238e-4310-846e-74d563fc77aa
"manti national forest, bald ridge, near top of manti forest range, w of joes valley (see remarks)",united states,utah,,39.401029,-111.329852,no,Low(51),,"39.401029,-111.329852,MANTI NATIONAL FOREST|Unavailable|Unavailable|Low(51),39.464689,-111.039612,BALD RIDGE|Unavailable|Unavailable|Low(40),39.455798,-111.247396,BALD RIDGE|Unavailable|Unavailable|Low(40),39.268295,-111.636863,MANTI|UT:ppl:22933@PPL|Unavailable|Low(36)",50915fab-25c9-4dcf-b4b3-1061dbc69a66
caribou river,united states,alaska,,55.952778,-161.365,no,High(88),,"55.952778,-161.365,CARIBOU RIVER|Unavailable|Unavailable|High(88),64.670278,-145.6125,CARIBOU|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",50a5d161-02e6-456d-8110-afc370345f69
black hills,united states,alaska,,62.686111,-141.777222,no,High(86),,"62.686111,-141.777222,BLACK HILLS|Unavailable|Unavailable|High(86),55.683333,-162.083333,BLACK HILLS|Unavailable|Unavailable|High(86),62.336111,-165.335,BLACK|Unavailable|Unavailable|Low(35),61.990278,-141.625278,BLACK HILL|Unavailable|Unavailable|Low(27),54.761389,-164.551111,BLACK HILL|Unavailable|Unavailable|Low(27),55.704167,-162.064167,BLACK HILL|Unavailable|Unavailable|Low(27)",5108bbcd-f8c3-4e30-a57b-09d4aaaf0a74
"pousse coupe, between cutbank river and pousse coupe",canada,british columbia,,51.4,-117.48333,no,Low(37),,"51.4,-117.48333,CUTBANK|Unavailable|Unavailable|Low(37)",5173f989-a9b6-4c15-bc59-f82251e92f8e
newby sawmill,united states,alaska,,63.127222,-144.634167,no,Low(37),,"63.127222,-144.634167,SAWMILL|Unavailable|Unavailable|Low(37)",51fbe52e-702a-4b2b-bf1e-394d94158d65
tonzona river,united states,alaska,,63.190833,-153.760833,no,High(88),,"63.190833,-153.760833,TONZONA RIVER|Unavailable|Unavailable|High(88),0,0,RIVER|Unavailable|Unavailable|Low(35)",521a120a-9b42-4548-8e05-4f848cbf8906
washington creek,united states,alaska,,63.249722,-155.427222,no,High(91),,"63.249722,-155.427222,WASHINGTON CREEK|Unavailable|Unavailable|High(91),65.065,-149.046944,WASHINGTON CREEK|Unavailable|Unavailable|High(91),65.683611,-164.795833,WASHINGTON CREEK|Unavailable|Unavailable|High(91),64.518611,-165.206111,WASHINGTON CREEK|Unavailable|Unavailable|High(91),64.701667,-165.083333,WASHINGTON CREEK|Unavailable|Unavailable|High(91),65.003333,-150.513889,WASHINGTON CREEK|Unavailable|Unavailable|High(91),67.498889,-150.414722,WASHINGTON CREEK|Unavailable|Unavailable|High(91),0,0,WASHINGTON CREEK|Unavailable|Unavailable|High(91),64.713333,-165.926111,WASHINGTON CREEK|Unavailable|Unavailable|High(91),65.320556,-142.305,WASHINGTON CREEK|Unavailable|Unavailable|High(91),65.946667,-162.968056,WASHINGTON CREEK|Unavailable|Unavailable|High(91),0,0,ASHINGTON|Unavailable|Unavailable|Low(26)",52754a4a-3800-48c6-810d-a3d1f696c945
saskatoon,canada,saskatchewan,,52.133333,-106.666667,no,High(85),,"52.133333,-106.666667,SASKATOON|CAN:muni:1880@PPL|Unavailable|High(85)",52e3b261-be47-4268-98f0-8f3716074795
gold hill (canyon),united states,alaska,,63.189722,-147.275278,no,Low(39),,"63.189722,-147.275278,GOLD HILL|Unavailable|Unavailable|Low(39),64.850944,-147.950649,GOLD HILL|Unavailable|Unavailable|Low(39),62.102778,-141.899444,GOLD HILL|Unavailable|Unavailable|Low(39),62.125556,-151.611389,GOLD HILL|Unavailable|Unavailable|Low(39),65.05,-166.266667,GOLD HILL|Unavailable|Unavailable|Low(39),65.25,-152.666667,GOLD HILL|Unavailable|Unavailable|Low(39),62.319444,-143.025833,GOLD HILL|Unavailable|Unavailable|Low(39),65.254444,-152.738333,GOLD HILL|Unavailable|Unavailable|Low(39),62.821389,-149.644444,CANYON|Unavailable|Unavailable|Low(36)",533255d6-9e04-4028-a850-ac0d0061246f
ganis creek; takotna,united states,alaska,,62.988611,-156.064167,no,Low(37),,"62.988611,-156.064167,TAKOTNA|Unavailable|Unavailable|Low(37)",537abe3c-99cb-4bbf-9792-977b498f1cf7
carlin,united states,nevada,,40.713807,-116.103966,no,High(82),,"40.713807,-116.103966,CARLIN|NV:ppl:13757@PPL|Unavailable|High(82)",54a8a334-55f9-4503-a9e4-c757a71bb2d2
